year,month,day,hour,holiday,weekend,station,energy
2009,5,23,23,0,1,1,10260
2009,5,23,24,0,1,1,9518
2009,5,24,1,0,1,1,8881
2009,5,24,2,0,1,1,8487
2009,5,24,3,0,1,1,8146
2009,5,24,4,0,1,1,7944
2009,5,24,5,0,1,1,7828
2009,5,24,6,0,1,1,7842
2009,5,24,7,0,1,1,7898
2009,5,24,8,0,1,1,7983
2009,5,24,9,0,1,1,8411
2009,5,24,10,0,1,1,9178
2009,5,24,11,0,1,1,9856
2009,5,24,12,0,1,1,10447
2009,5,24,13,0,1,1,10753
2009,5,24,14,0,1,1,11103
2009,5,24,15,0,1,1,11200
2009,5,24,16,0,1,1,10997
2009,5,24,17,0,1,1,10814
2009,5,24,18,0,1,1,10583
2009,5,24,19,0,1,1,10272
2009,5,24,20,0,1,1,10052
2009,5,24,21,0,1,1,10271
2009,5,24,22,0,1,1,10177
2009,5,24,23,0,1,1,9685
2009,5,24,24,0,1,1,8972
2009,5,25,1,1,0,1,8416
2009,5,25,2,1,0,1,8054
2009,5,25,3,1,0,1,7793
2009,5,25,4,1,0,1,7636
2009,5,25,5,1,0,1,7629
2009,5,25,6,1,0,1,7719
2009,5,25,7,1,0,1,7813
2009,5,25,8,1,0,1,7963
2009,5,25,9,1,0,1,8453
2009,5,25,10,1,0,1,9360
2009,5,25,11,1,0,1,10143
2009,5,25,12,1,0,1,11115
2009,5,25,13,1,0,1,11981
2009,5,25,14,1,0,1,12570
2009,5,25,15,1,0,1,13180
2009,5,25,16,1,0,1,13585
2009,5,25,17,1,0,1,13905
2009,5,25,18,1,0,1,13871
2009,5,25,19,1,0,1,13514
2009,5,25,20,1,0,1,13008
2009,5,25,21,1,0,1,12861
2009,5,25,22,1,0,1,12357
2009,5,25,23,1,0,1,11385
2009,5,25,24,1,0,1,10426
2009,5,26,1,0,0,1,9711
2009,5,26,2,0,0,1,9188
2009,5,26,3,0,0,1,8772
2009,5,26,4,0,0,1,8533
2009,5,26,5,0,0,1,8644
2009,5,26,6,0,0,1,9118
2009,5,26,7,0,0,1,9803
2009,5,26,8,0,0,1,10062
2009,5,26,9,0,0,1,10470
2009,5,26,10,0,0,1,11234
2009,5,26,11,0,0,1,12072
2009,5,26,12,0,0,1,12633
2009,5,26,13,0,0,1,13132
2009,5,26,14,0,0,1,13652
2009,5,26,15,0,0,1,14261
2009,5,26,16,0,0,1,14862
2009,5,26,17,0,0,1,15196
2009,5,26,18,0,0,1,15223
2009,5,26,19,0,0,1,14842
2009,5,26,20,0,0,1,14136
2009,5,26,21,0,0,1,13770
2009,5,26,22,0,0,1,13070
2009,5,26,23,0,0,1,11948
2009,5,26,24,0,0,1,10804
2009,5,27,1,0,0,1,10283
2009,5,27,2,0,0,1,9740
2009,5,27,3,0,0,1,9253
2009,5,27,4,0,0,1,8961
2009,5,27,5,0,0,1,9022
2009,5,27,6,0,0,1,9553
2009,5,27,7,0,0,1,10230
2009,5,27,8,0,0,1,10404
2009,5,27,9,0,0,1,10810
2009,5,27,10,0,0,1,11474
2009,5,27,11,0,0,1,11957
2009,5,27,12,0,0,1,12379
2009,5,27,13,0,0,1,12546
2009,5,27,14,0,0,1,12763
2009,5,27,15,0,0,1,12826
2009,5,27,16,0,0,1,13045
2009,5,27,17,0,0,1,13384
2009,5,27,18,0,0,1,13490
2009,5,27,19,0,0,1,13300
2009,5,27,20,0,0,1,12909
2009,5,27,21,0,0,1,12682
2009,5,27,22,0,0,1,12315
2009,5,27,23,0,0,1,11280
2009,5,27,24,0,0,1,10208
2009,5,28,1,0,0,1,9354
2009,5,28,2,0,0,1,8926
2009,5,28,3,0,0,1,8557
2009,5,28,4,0,0,1,8336
2009,5,28,5,0,0,1,8393
2009,5,28,6,0,0,1,8838
2009,5,28,7,0,0,1,9477
2009,5,28,8,0,0,1,9693
2009,5,28,9,0,0,1,10027
2009,5,28,10,0,0,1,10688
2009,5,28,11,0,0,1,11385
2009,5,28,12,0,0,1,12108
2009,5,28,13,0,0,1,12686
2009,5,28,14,0,0,1,13221
2009,5,28,15,0,0,1,13762
2009,5,28,16,0,0,1,14366
2009,5,28,17,0,0,1,14850
2009,5,28,18,0,0,1,14896
2009,5,28,19,0,0,1,14317
2009,5,28,20,0,0,1,13555
2009,5,28,21,0,0,1,13138
2009,5,28,22,0,0,1,12625
2009,5,28,23,0,0,1,11651
2009,5,28,24,0,0,1,10499
2009,5,29,1,1,0,1,9567
2009,5,29,2,1,0,1,8963
2009,5,29,3,1,0,1,8572
2009,5,29,4,1,0,1,8329
2009,5,29,5,1,0,1,8375
2009,5,29,6,1,0,1,8786
2009,5,29,7,1,0,1,9419
2009,5,29,8,1,0,1,9797
2009,5,29,9,1,0,1,10261
2009,5,29,10,1,0,1,11175
2009,5,29,11,1,0,1,11991
2009,5,29,12,1,0,1,12804
2009,5,29,13,1,0,1,13464
2009,5,29,14,1,0,1,14156
2009,5,29,15,1,0,1,14897
2009,5,29,16,1,0,1,15569
2009,5,29,17,1,0,1,15949
2009,5,29,18,1,0,1,15779
2009,5,29,19,1,0,1,14949
2009,5,29,20,1,0,1,14151
2009,5,29,21,1,0,1,13499
2009,5,29,22,1,0,1,13028
2009,5,29,23,1,0,1,12035
2009,5,29,24,1,0,1,10974
2009,5,30,1,0,1,1,9959
2009,5,30,2,0,1,1,9291
2009,5,30,3,0,1,1,8742
2009,5,30,4,0,1,1,8459
2009,5,30,5,0,1,1,8250
2009,5,30,6,0,1,1,8239
2009,5,30,7,0,1,1,8279
2009,5,30,8,0,1,1,8677
2009,5,30,9,0,1,1,9498
2009,5,30,10,0,1,1,10330
2009,5,30,11,0,1,1,11002
2009,5,30,12,0,1,1,11941
2009,5,30,13,0,1,1,12678
2009,5,30,14,0,1,1,13390
2009,5,30,15,0,1,1,14021
2009,5,30,16,0,1,1,14406
2009,5,30,17,0,1,1,14414
2009,5,30,18,0,1,1,14067
2009,5,30,19,0,1,1,13587
2009,5,30,20,0,1,1,12833
2009,5,30,21,0,1,1,12410
2009,5,30,22,0,1,1,12038
2009,5,30,23,0,1,1,11198
2009,5,30,24,0,1,1,10303
2009,5,31,1,1,1,1,9335
2009,5,31,2,1,1,1,8752
2009,5,31,3,1,1,1,8343
2009,5,31,4,1,1,1,8110
2009,5,31,5,1,1,1,7922
2009,5,31,6,1,1,1,7864
2009,5,31,7,1,1,1,7775
2009,5,31,8,1,1,1,8004
2009,5,31,9,1,1,1,8586
2009,5,31,10,1,1,1,9494
2009,5,31,11,1,1,1,10284
2009,5,31,12,1,1,1,11324
2009,5,31,13,1,1,1,12108
2009,5,31,14,1,1,1,12711
2009,5,31,15,1,1,1,13250
2009,5,31,16,1,1,1,13500
2009,5,31,17,1,1,1,13531
2009,5,31,18,1,1,1,13298
2009,5,31,19,1,1,1,12704
2009,5,31,20,1,1,1,12123
2009,5,31,21,1,1,1,11848
2009,5,31,22,1,1,1,11554
2009,5,31,23,1,1,1,10705
2009,5,31,24,1,1,1,9671
2009,6,1,1,1,0,1,8697
2009,6,1,2,1,0,1,8262
2009,6,1,3,1,0,1,8027
2009,6,1,4,1,0,1,7805
2009,6,1,5,1,0,1,7880
2009,6,1,6,1,0,1,8381
2009,6,1,7,1,0,1,8923
2009,6,1,8,1,0,1,9229
2009,6,1,9,1,0,1,9850
2009,6,1,10,1,0,1,10572
2009,6,1,11,1,0,1,11305
2009,6,1,12,1,0,1,11948
2009,6,1,13,1,0,1,12526
2009,6,1,14,1,0,1,13134
2009,6,1,15,1,0,1,13578
2009,6,1,16,1,0,1,13858
2009,6,1,17,1,0,1,13926
2009,6,1,18,1,0,1,13773
2009,6,1,19,1,0,1,13235
2009,6,1,20,1,0,1,12811
2009,6,1,21,1,0,1,12544
2009,6,1,22,1,0,1,12222
2009,6,1,23,1,0,1,11278
2009,6,1,24,1,0,1,10214
2009,6,2,1,0,0,1,9199
2009,6,2,2,0,0,1,8727
2009,6,2,3,0,0,1,8429
2009,6,2,4,0,0,1,8210
2009,6,2,5,0,0,1,8228
2009,6,2,6,0,0,1,8760
2009,6,2,7,0,0,1,9344
2009,6,2,8,0,0,1,9690
2009,6,2,9,0,0,1,10239
2009,6,2,10,0,0,1,10980
2009,6,2,11,0,0,1,11721
2009,6,2,12,0,0,1,12343
2009,6,2,13,0,0,1,12984
2009,6,2,14,0,0,1,13579
2009,6,2,15,0,0,1,13932
2009,6,2,16,0,0,1,14203
2009,6,2,17,0,0,1,14346
2009,6,2,18,0,0,1,14050
2009,6,2,19,0,0,1,13412
2009,6,2,20,0,0,1,12963
2009,6,2,21,0,0,1,12869
2009,6,2,22,0,0,1,12481
2009,6,2,23,0,0,1,11518
2009,6,2,24,0,0,1,10473
2009,6,3,1,1,0,1,9566
2009,6,3,2,1,0,1,9039
2009,6,3,3,1,0,1,8798
2009,6,3,4,1,0,1,8540
2009,6,3,5,1,0,1,8600
2009,6,3,6,1,0,1,9101
2009,6,3,7,1,0,1,9774
2009,6,3,8,1,0,1,10090
2009,6,3,9,1,0,1,10415
2009,6,3,10,1,0,1,11244
2009,6,3,11,1,0,1,12047
2009,6,3,12,1,0,1,12868
2009,6,3,13,1,0,1,13543
2009,6,3,14,1,0,1,14027
2009,6,3,15,1,0,1,14083
2009,6,3,16,1,0,1,13961
2009,6,3,17,1,0,1,13798
2009,6,3,18,1,0,1,13636
2009,6,3,19,1,0,1,13200
2009,6,3,20,1,0,1,12671
2009,6,3,21,1,0,1,12336
2009,6,3,22,1,0,1,11920
2009,6,3,23,1,0,1,11065
2009,6,3,24,1,0,1,10070
2009,6,4,1,1,0,1,9234
2009,6,4,2,1,0,1,8802
2009,6,4,3,1,0,1,8511
2009,6,4,4,1,0,1,8274
2009,6,4,5,1,0,1,8318
2009,6,4,6,1,0,1,8821
2009,6,4,7,1,0,1,9317
2009,6,4,8,1,0,1,9634
2009,6,4,9,1,0,1,10163
2009,6,4,10,1,0,1,10811
2009,6,4,11,1,0,1,11499
2009,6,4,12,1,0,1,12105
2009,6,4,13,1,0,1,12526
2009,6,4,14,1,0,1,12946
2009,6,4,15,1,0,1,13229
2009,6,4,16,1,0,1,13513
2009,6,4,17,1,0,1,13681
2009,6,4,18,1,0,1,13622
2009,6,4,19,1,0,1,13196
2009,6,4,20,1,0,1,12640
2009,6,4,21,1,0,1,12343
2009,6,4,22,1,0,1,12016
2009,6,4,23,1,0,1,11084
2009,6,4,24,1,0,1,10064
2009,6,5,1,1,0,1,9051
2009,6,5,2,1,0,1,8515
2009,6,5,3,1,0,1,8202
2009,6,5,4,1,0,1,7934
2009,6,5,5,1,0,1,7952
2009,6,5,6,1,0,1,8390
2009,6,5,7,1,0,1,8844
2009,6,5,8,1,0,1,9160
2009,6,5,9,1,0,1,9730
2009,6,5,10,1,0,1,10531
2009,6,5,11,1,0,1,11194
2009,6,5,12,1,0,1,11843
2009,6,5,13,1,0,1,12411
2009,6,5,14,1,0,1,13047
2009,6,5,15,1,0,1,13670
2009,6,5,16,1,0,1,14306
2009,6,5,17,1,0,1,14742
2009,6,5,18,1,0,1,14735
2009,6,5,19,1,0,1,14137
2009,6,5,20,1,0,1,13331
2009,6,5,21,1,0,1,12765
2009,6,5,22,1,0,1,12354
2009,6,5,23,1,0,1,11367
2009,6,5,24,1,0,1,10417
2009,6,6,1,1,1,1,9339
2009,6,6,2,1,1,1,8675
2009,6,6,3,1,1,1,8332
2009,6,6,4,1,1,1,8050
2009,6,6,5,1,1,1,7841
2009,6,6,6,1,1,1,7907
2009,6,6,7,1,1,1,7958
2009,6,6,8,1,1,1,8249
2009,6,6,9,1,1,1,9077
2009,6,6,10,1,1,1,9977
2009,6,6,11,1,1,1,10886
2009,6,6,12,1,1,1,11756
2009,6,6,13,1,1,1,12494
2009,6,6,14,1,1,1,13042
2009,6,6,15,1,1,1,13438
2009,6,6,16,1,1,1,13628
2009,6,6,17,1,1,1,13712
2009,6,6,18,1,1,1,13527
2009,6,6,19,1,1,1,13041
2009,6,6,20,1,1,1,12448
2009,6,6,21,1,1,1,11998
2009,6,6,22,1,1,1,11614
2009,6,6,23,1,1,1,10740
2009,6,6,24,1,1,1,9785
2009,6,7,1,1,1,1,9092
2009,6,7,2,1,1,1,8577
2009,6,7,3,1,1,1,8252
2009,6,7,4,1,1,1,8001
2009,6,7,5,1,1,1,7850
2009,6,7,6,1,1,1,7808
2009,6,7,7,1,1,1,7794
2009,6,7,8,1,1,1,7972
2009,6,7,9,1,1,1,8643
2009,6,7,10,1,1,1,9456
2009,6,7,11,1,1,1,10447
2009,6,7,12,1,1,1,11277
2009,6,7,13,1,1,1,12128
2009,6,7,14,1,1,1,12753
2009,6,7,15,1,1,1,13387
2009,6,7,16,1,1,1,13775
2009,6,7,17,1,1,1,13891
2009,6,7,18,1,1,1,13730
2009,6,7,19,1,1,1,13246
2009,6,7,20,1,1,1,12675
2009,6,7,21,1,1,1,12499
2009,6,7,22,1,1,1,12107
2009,6,7,23,1,1,1,11277
2009,6,7,24,1,1,1,10252
2009,6,8,1,0,0,1,9476
2009,6,8,2,0,0,1,9006
2009,6,8,3,0,0,1,8731
2009,6,8,4,0,0,1,8478
2009,6,8,5,0,0,1,8517
2009,6,8,6,0,0,1,8937
2009,6,8,7,0,0,1,9359
2009,6,8,8,0,0,1,9708
2009,6,8,9,0,0,1,10514
2009,6,8,10,0,0,1,11297
2009,6,8,11,0,0,1,12117
2009,6,8,12,0,0,1,12697
2009,6,8,13,0,0,1,13347
2009,6,8,14,0,0,1,13989
2009,6,8,15,0,0,1,14465
2009,6,8,16,0,0,1,14819
2009,6,8,17,0,0,1,14977
2009,6,8,18,0,0,1,14888
2009,6,8,19,0,0,1,14277
2009,6,8,20,0,0,1,13693
2009,6,8,21,0,0,1,13507
2009,6,8,22,0,0,1,13075
2009,6,8,23,0,0,1,12083
2009,6,8,24,0,0,1,11145
2009,6,9,1,0,0,1,10103
2009,6,9,2,0,0,1,9606
2009,6,9,3,0,0,1,9292
2009,6,9,4,0,0,1,9082
2009,6,9,5,0,0,1,9126
2009,6,9,6,0,0,1,9571
2009,6,9,7,0,0,1,9995
2009,6,9,8,0,0,1,10406
2009,6,9,9,0,0,1,11198
2009,6,9,10,0,0,1,12073
2009,6,9,11,0,0,1,13017
2009,6,9,12,0,0,1,13659
2009,6,9,13,0,0,1,14396
2009,6,9,14,0,0,1,15049
2009,6,9,15,0,0,1,15638
2009,6,9,16,0,0,1,15932
2009,6,9,17,0,0,1,15969
2009,6,9,18,0,0,1,15801
2009,6,9,19,0,0,1,15127
2009,6,9,20,0,0,1,14488
2009,6,9,21,0,0,1,14292
2009,6,9,22,0,0,1,13799
2009,6,9,23,0,0,1,12819
2009,6,9,24,0,0,1,11720
2009,6,10,1,0,0,1,10721
2009,6,10,2,0,0,1,10112
2009,6,10,3,0,0,1,9785
2009,6,10,4,0,0,1,9545
2009,6,10,5,0,0,1,9528
2009,6,10,6,0,0,1,9998
2009,6,10,7,0,0,1,10452
2009,6,10,8,0,0,1,10809
2009,6,10,9,0,0,1,11426
2009,6,10,10,0,0,1,12323
2009,6,10,11,0,0,1,13385
2009,6,10,12,0,0,1,14172
2009,6,10,13,0,0,1,14787
2009,6,10,14,0,0,1,15408
2009,6,10,15,0,0,1,15857
2009,6,10,16,0,0,1,16139
2009,6,10,17,0,0,1,16466
2009,6,10,18,0,0,1,16269
2009,6,10,19,0,0,1,15604
2009,6,10,20,0,0,1,14494
2009,6,10,21,0,0,1,13900
2009,6,10,22,0,0,1,13318
2009,6,10,23,0,0,1,12491
2009,6,10,24,0,0,1,11558
2009,6,11,1,1,0,1,10529
2009,6,11,2,1,0,1,10046
2009,6,11,3,1,0,1,9735
2009,6,11,4,1,0,1,9507
2009,6,11,5,1,0,1,9512
2009,6,11,6,1,0,1,9980
2009,6,11,7,1,0,1,10404
2009,6,11,8,1,0,1,10784
2009,6,11,9,1,0,1,11410
2009,6,11,10,1,0,1,12117
2009,6,11,11,1,0,1,13053
2009,6,11,12,1,0,1,13761
2009,6,11,13,1,0,1,14211
2009,6,11,14,1,0,1,14612
2009,6,11,15,1,0,1,15075
2009,6,11,16,1,0,1,15411
2009,6,11,17,1,0,1,15637
2009,6,11,18,1,0,1,15427
2009,6,11,19,1,0,1,14818
2009,6,11,20,1,0,1,14314
2009,6,11,21,1,0,1,14062
2009,6,11,22,1,0,1,13568
2009,6,11,23,1,0,1,12789
2009,6,11,24,1,0,1,11780
2009,6,12,1,0,0,1,10656
2009,6,12,2,0,0,1,10169
2009,6,12,3,0,0,1,9788
2009,6,12,4,0,0,1,9547
2009,6,12,5,0,0,1,9460
2009,6,12,6,0,0,1,9782
2009,6,12,7,0,0,1,10154
2009,6,12,8,0,0,1,10556
2009,6,12,9,0,0,1,11373
2009,6,12,10,0,0,1,12379
2009,6,12,11,0,0,1,13276
2009,6,12,12,0,0,1,14100
2009,6,12,13,0,0,1,14779
2009,6,12,14,0,0,1,15509
2009,6,12,15,0,0,1,16157
2009,6,12,16,0,0,1,16582
2009,6,12,17,0,0,1,16805
2009,6,12,18,0,0,1,16574
2009,6,12,19,0,0,1,15769
2009,6,12,20,0,0,1,15022
2009,6,12,21,0,0,1,14536
2009,6,12,22,0,0,1,13944
2009,6,12,23,0,0,1,13091
2009,6,12,24,0,0,1,12178
2009,6,13,1,0,1,1,11340
2009,6,13,2,0,1,1,10588
2009,6,13,3,0,1,1,10193
2009,6,13,4,0,1,1,9846
2009,6,13,5,0,1,1,9533
2009,6,13,6,0,1,1,9580
2009,6,13,7,0,1,1,9577
2009,6,13,8,0,1,1,9931
2009,6,13,9,0,1,1,10785
2009,6,13,10,0,1,1,11779
2009,6,13,11,0,1,1,12782
2009,6,13,12,0,1,1,13571
2009,6,13,13,0,1,1,14302
2009,6,13,14,0,1,1,14933
2009,6,13,15,0,1,1,15466
2009,6,13,16,0,1,1,15782
2009,6,13,17,0,1,1,15909
2009,6,13,18,0,1,1,15645
2009,6,13,19,0,1,1,15082
2009,6,13,20,0,1,1,14348
2009,6,13,21,0,1,1,13872
2009,6,13,22,0,1,1,13392
2009,6,13,23,0,1,1,12555
2009,6,13,24,0,1,1,11578
2009,6,14,1,1,1,1,10920
2009,6,14,2,1,1,1,10185
2009,6,14,3,1,1,1,9707
2009,6,14,4,1,1,1,9367
2009,6,14,5,1,1,1,9131
2009,6,14,6,1,1,1,9033
2009,6,14,7,1,1,1,8996
2009,6,14,8,1,1,1,9149
2009,6,14,9,1,1,1,9907
2009,6,14,10,1,1,1,10890
2009,6,14,11,1,1,1,12124
2009,6,14,12,1,1,1,13105
2009,6,14,13,1,1,1,14065
2009,6,14,14,1,1,1,14808
2009,6,14,15,1,1,1,15502
2009,6,14,16,1,1,1,15866
2009,6,14,17,1,1,1,15971
2009,6,14,18,1,1,1,15855
2009,6,14,19,1,1,1,15317
2009,6,14,20,1,1,1,14625
2009,6,14,21,1,1,1,14178
2009,6,14,22,1,1,1,13745
2009,6,14,23,1,1,1,12964
2009,6,14,24,1,1,1,11789
2009,6,15,1,0,0,1,10908
2009,6,15,2,0,0,1,10301
2009,6,15,3,0,0,1,9974
2009,6,15,4,0,0,1,9676
2009,6,15,5,0,0,1,9685
2009,6,15,6,0,0,1,10090
2009,6,15,7,0,0,1,10468
2009,6,15,8,0,0,1,10772
2009,6,15,9,0,0,1,11520
2009,6,15,10,0,0,1,12422
2009,6,15,11,0,0,1,13477
2009,6,15,12,0,0,1,14384
2009,6,15,13,0,0,1,15206
2009,6,15,14,0,0,1,15994
2009,6,15,15,0,0,1,16611
2009,6,15,16,0,0,1,16915
2009,6,15,17,0,0,1,16970
2009,6,15,18,0,0,1,16782
2009,6,15,19,0,0,1,16148
2009,6,15,20,0,0,1,15446
2009,6,15,21,0,0,1,14926
2009,6,15,22,0,0,1,14366
2009,6,15,23,0,0,1,13352
2009,6,15,24,0,0,1,12206
2009,6,16,1,0,0,1,11104
2009,6,16,2,0,0,1,10467
2009,6,16,3,0,0,1,10058
2009,6,16,4,0,0,1,9761
2009,6,16,5,0,0,1,9747
2009,6,16,6,0,0,1,10182
2009,6,16,7,0,0,1,10564
2009,6,16,8,0,0,1,10949
2009,6,16,9,0,0,1,11710
2009,6,16,10,0,0,1,12656
2009,6,16,11,0,0,1,13741
2009,6,16,12,0,0,1,14588
2009,6,16,13,0,0,1,15311
2009,6,16,14,0,0,1,16044
2009,6,16,15,0,0,1,16709
2009,6,16,16,0,0,1,17058
2009,6,16,17,0,0,1,17090
2009,6,16,18,0,0,1,16991
2009,6,16,19,0,0,1,16367
2009,6,16,20,0,0,1,15611
2009,6,16,21,0,0,1,15067
2009,6,16,22,0,0,1,14579
2009,6,16,23,0,0,1,13624
2009,6,16,24,0,0,1,12427
2009,6,17,1,1,0,1,11258
2009,6,17,2,1,0,1,10627
2009,6,17,3,1,0,1,10194
2009,6,17,4,1,0,1,9862
2009,6,17,5,1,0,1,9799
2009,6,17,6,1,0,1,10188
2009,6,17,7,1,0,1,10533
2009,6,17,8,1,0,1,10908
2009,6,17,9,1,0,1,11679
2009,6,17,10,1,0,1,12647
2009,6,17,11,1,0,1,13651
2009,6,17,12,1,0,1,14506
2009,6,17,13,1,0,1,15216
2009,6,17,14,1,0,1,15854
2009,6,17,15,1,0,1,16421
2009,6,17,16,1,0,1,16651
2009,6,17,17,1,0,1,16686
2009,6,17,18,1,0,1,16486
2009,6,17,19,1,0,1,15916
2009,6,17,20,1,0,1,15114
2009,6,17,21,1,0,1,14568
2009,6,17,22,1,0,1,14094
2009,6,17,23,1,0,1,13147
2009,6,17,24,1,0,1,12025
2009,6,18,1,0,0,1,11195
2009,6,18,2,0,0,1,10565
2009,6,18,3,0,0,1,10207
2009,6,18,4,0,0,1,9861
2009,6,18,5,0,0,1,9809
2009,6,18,6,0,0,1,10202
2009,6,18,7,0,0,1,10524
2009,6,18,8,0,0,1,10966
2009,6,18,9,0,0,1,11779
2009,6,18,10,0,0,1,12736
2009,6,18,11,0,0,1,13806
2009,6,18,12,0,0,1,14608
2009,6,18,13,0,0,1,15239
2009,6,18,14,0,0,1,15808
2009,6,18,15,0,0,1,16299
2009,6,18,16,0,0,1,16547
2009,6,18,17,0,0,1,16498
2009,6,18,18,0,0,1,16320
2009,6,18,19,0,0,1,15680
2009,6,18,20,0,0,1,14920
2009,6,18,21,0,0,1,14513
2009,6,18,22,0,0,1,14130
2009,6,18,23,0,0,1,13225
2009,6,18,24,0,0,1,12118
2009,6,19,1,1,0,1,11068
2009,6,19,2,1,0,1,10424
2009,6,19,3,1,0,1,9918
2009,6,19,4,1,0,1,9584
2009,6,19,5,1,0,1,9536
2009,6,19,6,1,0,1,9909
2009,6,19,7,1,0,1,10278
2009,6,19,8,1,0,1,10691
2009,6,19,9,1,0,1,11432
2009,6,19,10,1,0,1,12496
2009,6,19,11,1,0,1,13522
2009,6,19,12,1,0,1,14453
2009,6,19,13,1,0,1,15106
2009,6,19,14,1,0,1,15788
2009,6,19,15,1,0,1,16360
2009,6,19,16,1,0,1,16630
2009,6,19,17,1,0,1,16628
2009,6,19,18,1,0,1,16391
2009,6,19,19,1,0,1,15643
2009,6,19,20,1,0,1,14812
2009,6,19,21,1,0,1,14220
2009,6,19,22,1,0,1,13762
2009,6,19,23,1,0,1,12909
2009,6,19,24,1,0,1,12036
2009,6,20,1,1,1,1,11051
2009,6,20,2,1,1,1,10381
2009,6,20,3,1,1,1,9988
2009,6,20,4,1,1,1,9680
2009,6,20,5,1,1,1,9424
2009,6,20,6,1,1,1,9452
2009,6,20,7,1,1,1,9544
2009,6,20,8,1,1,1,9858
2009,6,20,9,1,1,1,10912
2009,6,20,10,1,1,1,11995
2009,6,20,11,1,1,1,12976
2009,6,20,12,1,1,1,13770
2009,6,20,13,1,1,1,14410
2009,6,20,14,1,1,1,14960
2009,6,20,15,1,1,1,15406
2009,6,20,16,1,1,1,15594
2009,6,20,17,1,1,1,15621
2009,6,20,18,1,1,1,15431
2009,6,20,19,1,1,1,14948
2009,6,20,20,1,1,1,14297
2009,6,20,21,1,1,1,13673
2009,6,20,22,1,1,1,13331
2009,6,20,23,1,1,1,12569
2009,6,20,24,1,1,1,11643
2009,6,21,1,1,1,1,10889
2009,6,21,2,1,1,1,10305
2009,6,21,3,1,1,1,9878
2009,6,21,4,1,1,1,9530
2009,6,21,5,1,1,1,9238
2009,6,21,6,1,1,1,9162
2009,6,21,7,1,1,1,9181
2009,6,21,8,1,1,1,9403
2009,6,21,9,1,1,1,10171
2009,6,21,10,1,1,1,11199
2009,6,21,11,1,1,1,12350
2009,6,21,12,1,1,1,13390
2009,6,21,13,1,1,1,14350
2009,6,21,14,1,1,1,14991
2009,6,21,15,1,1,1,15632
2009,6,21,16,1,1,1,15895
2009,6,21,17,1,1,1,15945
2009,6,21,18,1,1,1,15741
2009,6,21,19,1,1,1,15214
2009,6,21,20,1,1,1,14532
2009,6,21,21,1,1,1,14138
2009,6,21,22,1,1,1,13751
2009,6,21,23,1,1,1,12992
2009,6,21,24,1,1,1,11796
2009,6,22,1,0,0,1,10938
2009,6,22,2,0,0,1,10337
2009,6,22,3,0,0,1,9931
2009,6,22,4,0,0,1,9633
2009,6,22,5,0,0,1,9633
2009,6,22,6,0,0,1,9937
2009,6,22,7,0,0,1,10324
2009,6,22,8,0,0,1,10722
2009,6,22,9,0,0,1,11473
2009,6,22,10,0,0,1,12462
2009,6,22,11,0,0,1,13531
2009,6,22,12,0,0,1,14446
2009,6,22,13,0,0,1,15313
2009,6,22,14,0,0,1,16152
2009,6,22,15,0,0,1,16808
2009,6,22,16,0,0,1,17162
2009,6,22,17,0,0,1,17255
2009,6,22,18,0,0,1,17073
2009,6,22,19,0,0,1,16399
2009,6,22,20,0,0,1,15773
2009,6,22,21,0,0,1,15226
2009,6,22,22,0,0,1,14750
2009,6,22,23,0,0,1,13672
2009,6,22,24,0,0,1,12510
2009,6,23,1,1,0,1,11203
2009,6,23,2,1,0,1,10502
2009,6,23,3,1,0,1,10019
2009,6,23,4,1,0,1,9667
2009,6,23,5,1,0,1,9686
2009,6,23,6,1,0,1,10116
2009,6,23,7,1,0,1,10471
2009,6,23,8,1,0,1,10938
2009,6,23,9,1,0,1,11558
2009,6,23,10,1,0,1,12603
2009,6,23,11,1,0,1,13575
2009,6,23,12,1,0,1,14616
2009,6,23,13,1,0,1,15493
2009,6,23,14,1,0,1,16229
2009,6,23,15,1,0,1,16876
2009,6,23,16,1,0,1,17252
2009,6,23,17,1,0,1,17400
2009,6,23,18,1,0,1,17278
2009,6,23,19,1,0,1,16588
2009,6,23,20,1,0,1,15859
2009,6,23,21,1,0,1,15293
2009,6,23,22,1,0,1,14818
2009,6,23,23,1,0,1,13826
2009,6,23,24,1,0,1,12613
2009,6,24,1,0,0,1,11385
2009,6,24,2,0,0,1,10648
2009,6,24,3,0,0,1,10205
2009,6,24,4,0,0,1,9811
2009,6,24,5,0,0,1,9704
2009,6,24,6,0,0,1,10093
2009,6,24,7,0,0,1,10526
2009,6,24,8,0,0,1,10959
2009,6,24,9,0,0,1,11719
2009,6,24,10,0,0,1,12866
2009,6,24,11,0,0,1,13962
2009,6,24,12,0,0,1,15049
2009,6,24,13,0,0,1,16059
2009,6,24,14,0,0,1,16890
2009,6,24,15,0,0,1,17699
2009,6,24,16,0,0,1,18100
2009,6,24,17,0,0,1,18268
2009,6,24,18,0,0,1,18064
2009,6,24,19,0,0,1,17443
2009,6,24,20,0,0,1,16810
2009,6,24,21,0,0,1,16256
2009,6,24,22,0,0,1,15704
2009,6,24,23,0,0,1,14633
2009,6,24,24,0,0,1,13372
2009,6,25,1,0,0,1,11951
2009,6,25,2,0,0,1,11310
2009,6,25,3,0,0,1,10795
2009,6,25,4,0,0,1,10573
2009,6,25,5,0,0,1,10503
2009,6,25,6,0,0,1,10809
